Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,CO2_Fertilizer,CO2_Pesticide,CO2_Emissions,Carbon_Footprint
Sesamum,2011,Kharif     ,Jammu and Kashmir,4346,1915,887.6,728041.92,1434.18,0.445,1929311.088,7170.9,1936481.988,1011.21774830287
Small millets,2011,Kharif     ,Jammu and Kashmir,3929,1747,887.6,658186.08,1296.57,0.43875,1744193.112,6482.85,1750675.962,1002.1041568403
Sugarcane,2011,Kharif     ,Jammu and Kashmir,19,29,887.6,3182.88,6.27,1.5,8434.632,31.35,8465.982,291.930413793104
Tobacco,2011,Kharif     ,Jammu and Kashmir,2,1,887.6,335.04,0.66,0.4,887.856,3.3,891.156,891.156
Turmeric,2011,Kharif     ,Jammu and Kashmir,13,13,887.6,2177.76,4.29,1.036666667,5771.064,21.45,5792.514,445.578
Turmeric,2011,Rabi       ,Jammu and Kashmir,3,3,887.6,502.56,0.99,0.93,1331.784,4.95,1336.734,445.578
Urad,2011,Kharif     ,Jammu and Kashmir,15022,5175,887.6,2516485.44,4957.26,0.448333333,6668686.416,24786.3,6693472.716,1293.42467942029
Wheat,2011,Rabi       ,Jammu and Kashmir,291994,496542,887.6,48914834.88,96358.02,1.423571429,129624312.432,481790.1,130106102.532,262.024365576326
other oilseeds,2011,Rabi       ,Jammu and Kashmir,460,637,887.6,77059.2,151.8,1.39,204206.88,759,204965.88,321.767472527473
Bajra,2012,Kharif     ,Delhi,1519,3815,451.9,229065.2,470.89,2.51,607022.78,2354.45,609377.23,159.731908256881
Barley,2012,Kharif     ,Delhi,65,183,451.9,9802,20.15,2.82,25975.3,100.75,26076.05,142.492076502732
Gram,2012,Rabi       ,Delhi,44,62,451.9,6635.2,13.64,1.41,17583.28,68.2,17651.48,284.701290322581
Jowar,2012,Kharif     ,Delhi,3319,3008,451.9,500505.2,1028.89,0.91,1326338.78,5144.45,1331483.23,442.647350398936
Maize,2012,Kharif     ,Delhi,37,828,451.9,5579.6,11.47,22.38,14785.94,57.35,14843.29,17.9266787439614
Potato,2012,Whole Year ,Delhi,689,14652,451.9,103901.2,213.59,21.27,275338.18,1067.95,276406.13,18.8647372372372
Rice,2012,Kharif     ,Delhi,6068,19768,451.9,915054.4,1881.08,3.26,2424894.16,9405.4,2434299.56,123.143441926346
Sugarcane,2012,Whole Year ,Delhi,3,226,451.9,452.4,0.93,75.33,1198.86,4.65,1203.51,5.32526548672566
Wheat,2012,Rabi       ,Delhi,19450,84802,451.9,2933060,6029.5,4.36,7772609,30147.5,7802756.5,92.0114678899083
Bajra,2012,Kharif     ,Jammu and Kashmir,19538,11693,1116.7,2946330.4,6056.78,0.604285714,7807775.56,30283.9,7838059.46,670.320658513641
Barley,2012,Kharif     ,Jammu and Kashmir,36,12,1116.7,5428.8,11.16,0.32,14386.32,55.8,14442.12,1203.51
Barley,2012,Rabi       ,Jammu and Kashmir,11889,6937,1116.7,1792861.2,3685.59,0.728888889,4751082.18,18427.95,4769510.13,687.546508577195
Dry chillies,2012,Kharif     ,Jammu and Kashmir,706,683,1116.7,106464.8,218.86,0.931,282131.72,1094.3,283226.02,414.679385065886
Garlic,2012,Kharif     ,Jammu and Kashmir,2,2,1116.7,301.6,0.62,0.75,799.24,3.1,802.34,401.17
Garlic,2012,Rabi       ,Jammu and Kashmir,653,567,1116.7,98472.4,202.43,0.854444444,260951.86,1012.15,261964.01,462.017654320988
Ginger,2012,Kharif     ,Jammu and Kashmir,26,35,1116.7,3920.8,8.06,1.315,10390.12,40.3,10430.42,298.012
Ginger,2012,Rabi       ,Jammu and Kashmir,3,3,1116.7,452.4,0.93,0.9,1198.86,4.65,1203.51,401.17
Gram,2012,Rabi       ,Jammu and Kashmir,166,92,1116.7,25032.8,51.46,0.55,66336.92,257.3,66594.22,723.850217391304
Groundnut,2012,Kharif     ,Jammu and Kashmir,4,3,1116.7,603.2,1.24,0.65,1598.48,6.2,1604.68,534.893333333333
Horse-gram,2012,Kharif     ,Jammu and Kashmir,1165,362,1116.7,175682,361.15,0.337142857,465557.3,1805.75,467363.05,1291.05814917127
Linseed,2012,Rabi       ,Jammu and Kashmir,165,96,1116.7,24882,51.15,0.518333333,65937.3,255.75,66193.05,689.5109375
Maize,2012,Kharif     ,Jammu and Kashmir,310909,512296,1116.7,46885077.2,96381.79,1.407,124245454.58,481908.95,124727363.53,243.46737731702
Masoor,2012,Kharif     ,Jammu and Kashmir,344,207,1116.7,51875.2,106.64,0.6,137469.28,533.2,138002.48,666.678647342995
Masoor,2012,Rabi       ,Jammu and Kashmir,141,79,1116.7,21262.8,43.71,0.5525,56346.42,218.55,56564.97,716.012278481013
Moong(Green Gram),2012,Kharif     ,Jammu and Kashmir,1561,836,1116.7,235398.8,483.91,0.639230769,623806.82,2419.55,626226.37,749.074605263158
Moong(Green Gram),2012,Rabi       ,Jammu and Kashmir,72,86,1116.7,10857.6,22.32,1.2,28772.64,111.6,28884.24,335.863255813954
Moth,2012,Kharif     ,Jammu and Kashmir,2823,1615,1116.7,425708.4,875.13,0.66,1128127.26,4375.65,1132502.91,701.240191950465
Onion,2012,Kharif     ,Jammu and Kashmir,86,76,1116.7,12968.8,26.66,0.94,34367.32,133.3,34500.62,453.95552631579
Onion,2012,Rabi       ,Jammu and Kashmir,432,1046,1116.7,65145.6,133.92,2.391428571,172635.84,669.6,173305.44,165.683977055449
Other  Rabi pulses,2012,Rabi       ,Jammu and Kashmir,212,180,1116.7,31969.6,65.72,0.6125,84719.44,328.6,85048.04,472.489111111111
Other Cereals,2012,Kharif     ,Jammu and Kashmir,375,181,1116.7,56550,116.25,0.425,149857.5,581.25,150438.75,831.153314917127
Other Cereals,2012,Rabi       ,Jammu and Kashmir,29,21,1116.7,4373.2,8.99,0.72,11588.98,44.95,11633.93,553.996666666667
Other Kharif pulses,2012,Kharif     ,Jammu and Kashmir,4539,3075,1116.7,684481.2,1407.09,0.884705882,1813875.18,7035.45,1820910.63,592.166058536585
Peas & beans (Pulses),2012,Kharif     ,Jammu and Kashmir,165,991,1116.7,24882,51.15,6.005,65937.3,255.75,66193.05,66.7941977800202
Peas & beans (Pulses),2012,Rabi       ,Jammu and Kashmir,863,856,1116.7,130140.4,267.53,0.69,344872.06,1337.65,346209.71,404.450595794393
Potato,2012,Kharif     ,Jammu and Kashmir,1225,10346,1116.7,184730,379.75,10.75,489534.5,1898.75,491433.25,47.4998308525034
Potato,2012,Rabi       ,Jammu and Kashmir,1161,13930,1116.7,175078.8,359.91,12.59,463958.82,1799.55,465758.37,33.4356331658292
Rapeseed &Mustard,2012,Rabi       ,Jammu and Kashmir,59861,48934,1116.7,9027038.8,18556.91,0.896315789,23921652.82,92784.55,24014437.37,490.751570891405
Rice,2012,Kharif     ,Jammu and Kashmir,261663,545186,1116.7,39458780.4,81115.53,1.8875,104565768.06,405577.65,104971345.71,192.542262108712
Sannhamp,2012,Kharif     ,Jammu and Kashmir,55,40,1116.7,8294,17.05,0.744,21979.1,85.25,22064.35,551.60875
Sesamum,2012,Kharif     ,Jammu and Kashmir,4788,2090,1116.7,722030.4,1484.28,0.445,1913380.56,7421.4,1920801.96,919.044
Small millets,2012,Kharif     ,Jammu and Kashmir,3928,1832,1116.7,592342.4,1217.68,0.50125,1569707.36,6088.4,1575795.76,860.150524017467
Small millets,2012,Rabi       ,Jammu and Kashmir,4,3,1116.7,603.2,1.24,0.765,1598.48,6.2,1604.68,534.893333333333
Sugarcane,2012,Kharif     ,Jammu and Kashmir,22,33,1116.7,3317.6,6.82,1.495,8791.64,34.1,8825.74,267.446666666667
Tobacco,2012,Kharif     ,Jammu and Kashmir,1,0,1116.7,150.8,0.31,0.4,399.62,1.55,401.17,inf
Turmeric,2012,Kharif     ,Jammu and Kashmir,11,11,1116.7,1658.8,3.41,1.0575,4395.82,17.05,4412.87,401.17
Turmeric,2012,Rabi       ,Jammu and Kashmir,4,4,1116.7,603.2,1.24,0.93,1598.48,6.2,1604.68,401.17
Urad,2012,Kharif     ,Jammu and Kashmir,14010,5423,1116.7,2112708,4343.1,0.447692308,5598676.2,21715.5,5620391.7,1036.39898580122
Wheat,2012,Rabi       ,Jammu and Kashmir,289964,462422,1116.7,43726571.2,89888.84,1.328461538,115875413.68,449444.2,116324857.88,251.555630744212
other oilseeds,2012,Kharif     ,Jammu and Kashmir,9,5,1116.7,1357.2,2.79,0.57,3596.58,13.95,3610.53,722.106
Bajra,2012,Kharif     ,Puducherry,9,27,1098.3,1357.2,2.79,3,3596.58,13.95,3610.53,133.723333333333
Bajra,2012,Summer     ,Puducherry,12,36,1098.3,1809.6,3.72,3,4795.44,18.6,4814.04,133.723333333333
Banana,2012,Kharif     ,Puducherry,265,10901,1098.3,39962,82.15,30.195,105899.3,410.75,106310.05,9.75232088799193
Cashewnut,2012,Kharif     ,Puducherry,144,52,1098.3,21715.2,44.64,0.395,57545.28,223.2,57768.48,1110.93230769231
Coconut ,2012,Whole Year ,Puducherry,1564,20297000,1098.3,235851.2,484.84,14410.51667,625005.68,2424.2,627429.88,0.0309124442035769
Coriander,2012,Rabi       ,Puducherry,1,1,1098.3,150.8,0.31,1,399.62,1.55,401.17,401.17
Cotton(lint),2012,Summer     ,Puducherry,12,9,1098.3,1809.6,3.72,0.75,4795.44,18.6,4814.04,534.893333333333
Dry chillies,2012,Kharif     ,Puducherry,1,2,1098.3,150.8,0.31,2,399.62,1.55,401.17,200.585
Dry chillies,2012,Rabi       ,Puducherry,2,4,1098.3,301.6,0.62,2,799.24,3.1,802.34,200.585
Dry chillies,2012,Summer     ,Puducherry,1,2,1098.3,150.8,0.31,2,399.62,1.55,401.17,200.585
Groundnut,2012,Kharif     ,Puducherry,6,17,1098.3,904.8,1.86,2.83,2397.72,9.3,2407.02,141.589411764706
Groundnut,2012,Rabi       ,Puducherry,323,678,1098.3,48708.4,100.13,2.1,129077.26,500.65,129577.91,191.117861356932
Groundnut,2012,Summer     ,Puducherry,37,92,1098.3,5579.6,11.47,1.55,14785.94,57.35,14843.29,161.340108695652
Jowar,2012,Kharif     ,Puducherry,2,4,1098.3,301.6,0.62,2,799.24,3.1,802.34,200.585
Jowar,2012,Summer     ,Puducherry,1,2,1098.3,150.8,0.31,2,399.62,1.55,401.17,200.585
Moong(Green Gram),2012,Rabi       ,Puducherry,37,22,1098.3,5579.6,11.47,0.79,14785.94,57.35,14843.29,674.695
Moong(Green Gram),2012,Summer     ,Puducherry,865,247,1098.3,130442,268.15,0.643333333,345671.3,1340.75,347012.05,1404.90708502024
Onion,2012,Rabi       ,Puducherry,1,18,1098.3,150.8,0.31,18,399.62,1.55,401.17,22.2872222222222
Onion,2012,Summer     ,Puducherry,1,18,1098.3,150.8,0.31,18,399.62,1.55,401.17,22.2872222222222
Other  Rabi pulses,2012,Rabi       ,Puducherry,28,29,1098.3,4222.4,8.68,1.04,11189.36,43.4,11232.76,387.336551724138
Other Kharif pulses,2012,Rabi       ,Puducherry,13,16,1098.3,1960.4,4.03,1.23,5195.06,20.15,5215.21,325.950625
Ragi,2012,Kharif     ,Puducherry,16,37,1098.3,2412.8,4.96,2.31,6393.92,24.8,6418.72,173.478918918919
Ragi,2012,Summer     ,Puducherry,17,31,1098.3,2563.6,5.27,1.82,6793.54,26.35,6819.89,219.996451612903
Rice,2012,Kharif     ,Puducherry,3559,11637,1098.3,536697.2,1103.29,3.076666667,1422247.58,5516.45,1427764.03,122.691761622411
Rice,2012,Rabi       ,Puducherry,8979,23373,1098.3,1354033.2,2783.49,3.233333333,3588187.98,13917.45,3602105.43,154.113953279425
Rice,2012,Summer     ,Puducherry,3743,11509,1098.3,564444.4,1160.33,2.54,1495777.66,5801.65,1501579.31,130.470006951082
Sesamum,2012,Kharif     ,Puducherry,4,3,1098.3,603.2,1.24,0.75,1598.48,6.2,1604.68,534.893333333333
Sesamum,2012,Rabi       ,Puducherry,7,5,1098.3,1055.6,2.17,0.71,2797.34,10.85,2808.19,561.638
Sesamum,2012,Summer     ,Puducherry,103,112,1098.3,15532.4,31.93,0.72,41160.86,159.65,41320.51,368.933125
Sugarcane,2012,Kharif     ,Puducherry,2027,304516,1098.3,305671.6,628.37,150.23,810029.74,3141.85,813171.59,2.67037393765845
Sweet potato,2012,Kharif     ,Puducherry,2,24,1098.3,301.6,0.62,12,799.24,3.1,802.34,33.4308333333333
Sweet potato,2012,Rabi       ,Puducherry,2,18,1098.3,301.6,0.62,9,799.24,3.1,802.34,44.5744444444445
Tapioca,2012,Kharif     ,Puducherry,181,4319,1098.3,27294.8,56.11,23.86,72331.22,280.55,72611.77,16.8121717990276
Tapioca,2012,Rabi       ,Puducherry,7,120,1098.3,1055.6,2.17,17.14,2797.34,10.85,2808.19,23.4015833333333
Turmeric,2012,Rabi       ,Puducherry,5,9,1098.3,754,1.55,1.8,1998.1,7.75,2005.85,222.872222222222
Urad,2012,Kharif     ,Puducherry,4,4,1098.3,603.2,1.24,1,1598.48,6.2,1604.68,401.17
Urad,2012,Rabi       ,Puducherry,227,310,1098.3,34231.6,70.37,0.995,90713.74,351.85,91065.59,293.759967741936
Urad,2012,Summer     ,Puducherry,410,151,1098.3,61828,127.1,0.72,163844.2,635.5,164479.7,1089.26953642384
Bajra,2013,Kharif     ,Delhi,1519,3815,706.8,219480.31,410.13,2.51,581622.8215,2050.65,583673.4715,152.994356880734
Barley,2013,Kharif     ,Delhi,65,183,706.8,9391.85,17.55,2.82,24888.4025,87.75,24976.1525,136.481707650273
Gram,2013,Rabi       ,Delhi,44,62,706.8,6357.56,11.88,1.41,16847.534,59.4,16906.934,272.692483870968
Jowar,2013,Kharif     ,Delhi,3319,3008,706.8,479562.31,896.13,0.91,1270840.1215,4480.65,1275320.7715,423.9763203125
Maize,2013,Kharif     ,Delhi,37,828,706.8,5346.13,9.99,22.38,14167.2445,49.95,14217.1945,17.1705247584541
Potato,2013,Whole Year ,Delhi,689,14652,706.8,99553.61,186.03,21.27,263817.0665,930.15,264747.2165,18.0690155951406
Rice,2013,Kharif     ,Delhi,6068,19768,706.8,876765.32,1638.36,3.26,2323428.098,8191.8,2331619.898,117.949205685957
Sugarcane,2013,Whole Year ,Delhi,3,226,706.8,433.47,0.81,75.33,1148.6955,4.05,1152.7455,5.10064380530974
Wheat,2013,Rabi       ,Delhi,19450,86498,706.8,2810330.5,5251.5,4.45,7447375.825,26257.5,7473633.325,86.4023830030752
Bajra,2013,Kharif     ,Puducherry,12,31,1083.2,1733.88,3.24,2.58,4594.782,16.2,4610.982,148.74135483871
Banana,2013,Kharif     ,Puducherry,224,7172,1083.2,32365.76,60.48,20.655,85769.264,302.4,86071.664,12.0010686001115
Cashewnut,2013,Kharif     ,Puducherry,147,53,1083.2,21240.03,39.69,0.425,56286.0795,198.45,56484.5295,1065.74583962264
Coconut ,2013,Whole Year ,Puducherry,1536,16608000,1083.2,221936.64,414.72,9619.11,588132.096,2073.6,590205.696,0.0355374335260116
Cotton(lint),2013,Summer     ,Puducherry,67,50,1083.2,9680.83,18.09,0.87,25654.1995,90.45,25744.6495,514.89299
Dry chillies,2013,Kharif     ,Puducherry,1,4,1083.2,144.49,0.27,4,382.8985,1.35,384.2485,96.062125
Dry chillies,2013,Rabi       ,Puducherry,2,12,1083.2,288.98,0.54,6,765.797,2.7,768.497,64.0414166666667
Dry chillies,2013,Summer     ,Puducherry,2,23,1083.2,288.98,0.54,11.5,765.797,2.7,768.497,33.4129130434783
Groundnut,2013,Kharif     ,Puducherry,5,15,1083.2,722.45,1.35,3,1914.4925,6.75,1921.2425,128.082833333333
Groundnut,2013,Rabi       ,Puducherry,320,800,1083.2,46236.8,86.4,2.5,122527.52,432,122959.52,153.6994
Groundnut,2013,Summer     ,Puducherry,29,54,1083.2,4190.21,7.83,1.48,11104.0565,39.15,11143.2065,206.355675925926
Jowar,2013,Kharif     ,Puducherry,1,2,1083.2,144.49,0.27,2,382.8985,1.35,384.2485,192.12425
Jowar,2013,Summer     ,Puducherry,1,2,1083.2,144.49,0.27,2,382.8985,1.35,384.2485,192.12425
Moong(Green Gram),2013,Rabi       ,Puducherry,37,19,1083.2,5346.13,9.99,0.51,14167.2445,49.95,14217.1945,748.273394736842
Moong(Green Gram),2013,Summer     ,Puducherry,590,236,1083.2,85249.1,159.3,0.55,225910.115,796.5,226706.615,960.62125
Onion,2013,Kharif     ,Puducherry,1,18,1083.2,144.49,0.27,18,382.8985,1.35,384.2485,21.3471388888889
Onion,2013,Summer     ,Puducherry,3,54,1083.2,433.47,0.81,18,1148.6955,4.05,1152.7455,21.3471388888889
Other  Rabi pulses,2013,Rabi       ,Puducherry,50,46,1083.2,7224.5,13.5,0.92,19144.925,67.5,19212.425,417.661413043478
Other  Rabi pulses,2013,Summer     ,Puducherry,1,1,1083.2,144.49,0.27,1,382.8985,1.35,384.2485,384.2485
Other Kharif pulses,2013,Rabi       ,Puducherry,3,3,1083.2,433.47,0.81,1,1148.6955,4.05,1152.7455,384.2485
Ragi,2013,Kharif     ,Puducherry,19,36,1083.2,2745.31,5.13,1.89,7275.0715,25.65,7300.7215,202.797819444444
Ragi,2013,Rabi       ,Puducherry,1,2,1083.2,144.49,0.27,2,382.8985,1.35,384.2485,192.12425
Ragi,2013,Summer     ,Puducherry,21,39,1083.2,3034.29,5.67,1.86,8040.8685,28.35,8069.2185,206.903038461539
Rice,2013,Kharif     ,Puducherry,3671,12091,1083.2,530422.79,991.17,2.696666667,1405620.3935,4955.85,1410576.2435,116.66332342238
Rice,2013,Rabi       ,Puducherry,8382,24736,1083.2,1211115.18,2263.14,3.78,3209455.227,11315.7,3220770.927,130.205810438228
Rice,2013,Summer     ,Puducherry,3769,12965,1083.2,544582.81,1017.63,3.41,1443144.4465,5088.15,1448232.5965,111.703246934053
Sesamum,2013,Kharif     ,Puducherry,11,8,1083.2,1589.39,2.97,0.73,4211.8835,14.85,4226.7335,528.3416875
Sesamum,2013,Rabi       ,Puducherry,4,3,1083.2,577.96,1.08,0.75,1531.594,5.4,1536.994,512.331333333333
Sesamum,2013,Summer     ,Puducherry,177,146,1083.2,25574.73,47.79,0.82,67773.0345,238.95,68011.9845,465.835510273973
Small millets,2013,Kharif     ,Puducherry,3,3,1083.2,433.47,0.81,1,1148.6955,4.05,1152.7455,384.2485
Sugarcane,2013,Kharif     ,Puducherry,2024,304066,1083.2,292447.76,546.48,150.23,774986.564,2732.4,777718.964,2.55773076897779
Sweet potato,2013,Kharif     ,Puducherry,1,9,1083.2,144.49,0.27,9,382.8985,1.35,384.2485,42.6942777777778
Sweet potato,2013,Rabi       ,Puducherry,1,10,1083.2,144.49,0.27,10,382.8985,1.35,384.2485,38.42485
Tapioca,2013,Kharif     ,Puducherry,166,4980,1083.2,23985.34,44.82,30,63561.151,224.1,63785.251,12.8082833333333
Tapioca,2013,Rabi       ,Puducherry,17,424,1083.2,2456.33,4.59,24.94,6509.2745,22.95,6532.2245,15.4061898584906
Turmeric,2013,Rabi       ,Puducherry,2,5,1083.2,288.98,0.54,2.5,765.797,2.7,768.497,153.6994
Urad,2013,Kharif     ,Puducherry,3,2,1083.2,433.47,0.81,0.67,1148.6955,4.05,1152.7455,576.37275
Urad,2013,Rabi       ,Puducherry,132,138,1083.2,19072.68,35.64,0.82,50542.602,178.2,50720.802,367.542043478261
Urad,2013,Summer     ,Puducherry,476,128,1083.2,68777.24,128.52,0.615,182259.686,642.6,182902.286,1428.924109375
Bajra,2014,Kharif     ,Delhi,1520,3817,416.4,229459.2,501.6,2.51,608066.88,2508,610574.88,159.961980613047
Barley,2014,Kharif     ,Delhi,64,186,416.4,9661.44,21.12,2.91,25602.816,105.6,25708.416,138.217290322581
Gram,2014,Rabi       ,Delhi,41,54,416.4,6189.36,13.53,1.32,16401.804,67.65,16469.454,304.989888888889
Jowar,2014,Kharif     ,Delhi,3242,2937,416.4,489412.32,1069.86,0.91,1296942.648,5349.3,1302291.948,443.408902962206
Maize,2014,Kharif     ,Delhi,35,783,416.4,5283.6,11.55,22.37,14001.54,57.75,14059.29,17.9556704980843
Potato,2014,Whole Year ,Delhi,436,9273,416.4,65818.56,143.88,21.27,174419.184,719.4,175138.584,18.8869388547396
Rice,2014,Kharif     ,Delhi,6035,17269,416.4,911043.6,1991.55,2.86,2414265.54,9957.75,2424223.29,140.380061960739
Wheat,2014,Rabi       ,Delhi,19360,85558,416.4,2922585.6,6388.8,4.42,7744851.84,31944,7776795.84,90.8950167138082
Bajra,2014,Kharif     ,Jammu and Kashmir,15797,9395,1278.4,2384715.12,5213.01,0.558571429,6319495.068,26065.05,6345560.118,675.418852368281
Barley,2014,Kharif     ,Jammu and Kashmir,27,10,1278.4,4075.92,8.91,0.35,10801.188,44.55,10845.738,1084.5738
Dry chillies,2014,Kharif     ,Jammu and Kashmir,623,347,1278.4,94048.08,205.59,0.67125,249227.412,1027.95,250255.362,721.197008645533
Ginger,2014,Kharif     ,Jammu and Kashmir,21,30,1278.4,3170.16,6.93,1.353333333,8400.924,34.65,8435.574,281.1858
Maize,2014,Kharif     ,Jammu and Kashmir,297496,359960,1278.4,44909996.16,98173.68,1.048421053,119011489.824,490868.4,119502358.224,331.987882609179
Masoor,2014,Kharif     ,Jammu and Kashmir,16,8,1278.4,2415.36,5.28,0.51,6400.704,26.4,6427.104,803.388
Moong(Green Gram),2014,Kharif     ,Jammu and Kashmir,1583,285,1278.4,238969.68,522.39,0.585714286,633269.652,2611.95,635881.602,2231.16351578947
Onion,2014,Kharif     ,Jammu and Kashmir,110,99,1278.4,16605.6,36.3,0.84,44004.84,181.5,44186.34,446.326666666667
Other Cereals,2014,Kharif     ,Jammu and Kashmir,519,213,1278.4,78348.24,171.27,0.517142857,207622.836,856.35,208479.186,978.775521126761
Other Kharif pulses,2014,Kharif     ,Jammu and Kashmir,546,433,1278.4,82424.16,180.18,1.648333333,218424.024,900.9,219324.924,506.524073903002
Peas & beans (Pulses),2014,Kharif     ,Jammu and Kashmir,48,21,1278.4,7246.08,15.84,0.46,19202.112,79.2,19281.312,918.157714285714
Potato,2014,Kharif     ,Jammu and Kashmir,1792,17412,1278.4,270520.32,591.36,8.44625,716878.848,2956.8,719835.648,41.3413535492764
Rapeseed &Mustard,2014,Kharif     ,Jammu and Kashmir,21,37,1278.4,3170.16,6.93,1.74,8400.924,34.65,8435.574,227.988486486487
Rice,2014,Kharif     ,Jammu and Kashmir,275861,344823,1278.4,41643976.56,91034.13,1.098947368,110356537.884,455170.65,110811708.534,321.358228813043
Sannhamp,2014,Kharif     ,Jammu and Kashmir,30,19,1278.4,4528.8,9.9,0.6,12001.32,49.5,12050.82,634.253684210526
Sesamum,2014,Kharif     ,Jammu and Kashmir,3804,1566,1278.4,574251.84,1255.32,0.414,1521767.376,6276.6,1528043.976,975.762436781609
Sugarcane,2014,Kharif     ,Jammu and Kashmir,1305,1958,1278.4,197002.8,430.65,1.5,522057.42,2153.25,524210.67,267.727614913177
Tobacco,2014,Kharif     ,Jammu and Kashmir,1,0,1278.4,150.96,0.33,0.4,400.044,1.65,401.694,inf
Turmeric,2014,Kharif     ,Jammu and Kashmir,12,12,1278.4,1811.52,3.96,1.04,4800.528,19.8,4820.328,401.694
Urad,2014,Kharif     ,Jammu and Kashmir,13063,4321,1278.4,1971990.48,4310.79,0.304,5225774.772,21553.95,5247328.722,1214.37832029623
Bajra,2014,Kharif     ,Puducherry,6,11,1330,905.76,1.98,1.83,2400.264,9.9,2410.164,219.105818181818
Banana,2014,Kharif     ,Puducherry,250,7321,1330,37740,82.5,24.245,100011,412.5,100423.5,13.7171834448846
Cashewnut,2014,Kharif     ,Puducherry,144,44,1330,21738.24,47.52,0.4,57606.336,237.6,57843.936,1314.63490909091
Coconut ,2014,Whole Year ,Puducherry,1526,25201000,1330,230364.96,503.58,13532.98667,610467.144,2517.9,612985.044,0.0243238381016626
Coriander,2014,Rabi       ,Puducherry,1,1,1330,150.96,0.33,1,400.044,1.65,401.694,401.694
Cotton(lint),2014,Summer     ,Puducherry,94,180,1330,14190.24,31.02,1.725,37604.136,155.1,37759.236,209.773533333333
Dry chillies,2014,Kharif     ,Puducherry,20,18,1330,3019.2,6.6,0.9,8000.88,33,8033.88,446.326666666667
Dry chillies,2014,Rabi       ,Puducherry,2,26,1330,301.92,0.66,13,800.088,3.3,803.388,30.8995384615385
Dry chillies,2014,Summer     ,Puducherry,2,22,1330,301.92,0.66,11,800.088,3.3,803.388,36.5176363636364
Groundnut,2014,Kharif     ,Puducherry,8,24,1330,1207.68,2.64,3,3200.352,13.2,3213.552,133.898
Groundnut,2014,Rabi       ,Puducherry,335,1005,1330,50571.6,110.55,3,134014.74,552.75,134567.49,133.898
Groundnut,2014,Summer     ,Puducherry,16,30,1330,2415.36,5.28,1.715,6400.704,26.4,6427.104,214.2368
